LINEARCID	LINEID	ARCID	ARCSEQUENCE	ORIENTATION	PLANVERSIONID	LINEVARIANT	REGISTERDATE
188489	2212	110163	28	1	40	4	2013-05-03 08:22:56-05
188490	2212	109452	29	1	40	4	2013-05-03 08:22:56-05
188491	2212	110567	30	1	40	4	2013-05-03 08:22:56-05
188492	2212	110625	31	1	40	4	2013-05-03 08:22:56-05
188493	2212	109104	32	1	40	4	2013-05-03 08:22:56-05
188494	2212	110159	33	1	40	4	2013-05-03 08:22:56-05
188495	2212	109897	34	1	40	4	2013-05-03 08:22:56-05
188496	2212	110653	35	1	40	4	2013-05-03 08:22:56-05
188497	2212	110655	36	1	40	4	2013-05-03 08:22:56-05
188498	2212	110265	37	1	40	4	2013-05-03 08:22:56-05
188499	2212	110264	38	1	40	4	2013-05-03 08:22:56-05
188500	2212	111417	39	1	40	4	2013-05-03 08:22:56-05
188501	2212	109904	0	0	40	2	2013-05-03 08:22:56-05
188502	2212	110519	1	0	40	2	2013-05-03 08:22:56-05
188503	2212	109802	2	0	40	2	2013-05-03 08:22:56-05
188504	2212	111037	3	0	40	2	2013-05-03 08:22:56-05
188505	2212	110666	4	0	40	2	2013-05-03 08:22:56-05
188506	2212	110340	5	0	40	2	2013-05-03 08:22:56-05
188507	2212	110745	6	0	40	2	2013-05-03 08:22:56-05
188508	2212	108802	7	0	40	2	2013-05-03 08:22:56-05
188509	2212	108926	8	0	40	2	2013-05-03 08:22:56-05
188510	2212	109007	9	0	40	2	2013-05-03 08:22:56-05
188511	2212	111594	10	0	40	2	2013-05-03 08:22:56-05
188512	2212	110384	11	0	40	2	2013-05-03 08:22:56-05
188513	2212	111489	12	0	40	2	2013-05-03 08:22:56-05
188514	2212	111160	13	0	40	2	2013-05-03 08:22:56-05
188515	2212	111096	14	0	40	2	2013-05-03 08:22:56-05
188516	2212	110727	15	0	40	2	2013-05-03 08:22:56-05
188517	2212	108868	16	0	40	2	2013-05-03 08:22:56-05
188518	2212	109553	17	0	40	2	2013-05-03 08:22:56-05
188519	2212	109959	18	0	40	2	2013-05-03 08:22:56-05
188520	2212	110729	19	0	40	2	2013-05-03 08:22:56-05
188521	2212	111098	20	0	40	2	2013-05-03 08:22:56-05
188522	2212	110300	21	0	40	2	2013-05-03 08:22:56-05
188523	2212	110375	22	0	40	2	2013-05-03 08:22:56-05
188524	2212	109638	23	0	40	2	2013-05-03 08:22:56-05
188525	2212	109191	24	0	40	2	2013-05-03 08:22:56-05
188526	2212	111028	0	0	40	5	2013-05-03 08:22:56-05
188527	2212	109139	1	0	40	5	2013-05-03 08:22:56-05
188528	2212	110656	2	0	40	5	2013-05-03 08:22:56-05
188529	2212	110652	3	0	40	5	2013-05-03 08:22:56-05
188530	2212	110657	4	0	40	5	2013-05-03 08:22:56-05
188531	2212	109142	5	0	40	5	2013-05-03 08:22:56-05
188532	2212	110524	6	0	40	5	2013-05-03 08:22:56-05
188533	2212	108751	7	0	40	5	2013-05-03 08:22:56-05
188534	2212	111005	8	0	40	5	2013-05-03 08:22:56-05
188535	2212	110569	9	0	40	5	2013-05-03 08:22:56-05
188536	2212	109071	10	0	40	5	2013-05-03 08:22:56-05
188537	2212	111261	11	0	40	5	2013-05-03 08:22:56-05
188538	2212	109374	12	0	40	5	2013-05-03 08:22:56-05
188539	2212	109777	13	0	40	5	2013-05-03 08:22:56-05
188540	2212	110157	14	0	40	5	2013-05-03 08:22:56-05
188541	2212	110522	15	0	40	5	2013-05-03 08:22:56-05
188542	2212	108806	16	0	40	5	2013-05-03 08:22:56-05
188543	2212	108805	17	0	40	5	2013-05-03 08:22:56-05
188544	2212	109904	18	0	40	5	2013-05-03 08:22:56-05
188545	2212	110519	19	0	40	5	2013-05-03 08:22:56-05
188546	2212	109802	20	0	40	5	2013-05-03 08:22:56-05
188547	2212	111037	21	0	40	5	2013-05-03 08:22:56-05
188548	2212	110666	22	0	40	5	2013-05-03 08:22:56-05
188549	2212	110340	23	0	40	5	2013-05-03 08:22:56-05
188550	2212	110745	24	0	40	5	2013-05-03 08:22:56-05
188551	2212	108802	25	0	40	5	2013-05-03 08:22:56-05
188552	2212	108926	26	0	40	5	2013-05-03 08:22:56-05
188553	2212	109007	27	0	40	5	2013-05-03 08:22:56-05
188554	2212	111594	28	0	40	5	2013-05-03 08:22:56-05
188555	2212	110384	29	0	40	5	2013-05-03 08:22:56-05
188556	2212	111489	30	0	40	5	2013-05-03 08:22:56-05
188557	2212	111160	31	0	40	5	2013-05-03 08:22:56-05
188558	2212	111096	32	0	40	5	2013-05-03 08:22:56-05
188559	2212	110727	33	0	40	5	2013-05-03 08:22:56-05
188560	2212	108868	34	0	40	5	2013-05-03 08:22:56-05
188561	2212	109553	35	0	40	5	2013-05-03 08:22:56-05
188562	2212	109959	36	0	40	5	2013-05-03 08:22:56-05
188563	2212	110729	37	0	40	5	2013-05-03 08:22:56-05
188564	2212	111098	38	0	40	5	2013-05-03 08:22:56-05
188565	2212	110300	39	0	40	5	2013-05-03 08:22:56-05
188566	2212	110375	40	0	40	5	2013-05-03 08:22:56-05
188567	2212	109638	41	0	40	5	2013-05-03 08:22:56-05
188568	2212	109191	42	0	40	5	2013-05-03 08:22:56-05
188569	2212	109801	0	1	40	14	2013-05-03 08:22:56-05
188570	2212	109530	1	1	40	14	2013-05-03 08:22:56-05
188571	2212	109803	2	1	40	14	2013-05-03 08:22:56-05
188572	2212	109414	3	1	40	14	2013-05-03 08:22:56-05
188573	2212	111370	4	1	40	14	2013-05-03 08:22:56-05
188574	2212	111039	5	1	40	14	2013-05-03 08:22:56-05
188575	2212	110187	6	1	40	14	2013-05-03 08:22:56-05
188576	2212	110926	7	1	40	14	2013-05-03 08:22:56-05
188577	2212	110927	8	1	40	14	2013-05-03 08:22:56-05
188578	2212	110527	9	1	40	14	2013-05-03 08:22:56-05
188579	2212	110163	10	1	40	14	2013-05-03 08:22:56-05
188580	2212	109452	11	1	40	14	2013-05-03 08:22:56-05
188581	2212	110567	12	1	40	14	2013-05-03 08:22:56-05
188582	2212	110625	13	1	40	14	2013-05-03 08:22:56-05
188583	2212	109104	14	1	40	14	2013-05-03 08:22:56-05
188584	2212	110159	15	1	40	14	2013-05-03 08:22:56-05
188585	2212	109897	16	1	40	14	2013-05-03 08:22:56-05
188586	2212	110653	17	1	40	14	2013-05-03 08:22:56-05
188587	2212	110655	18	1	40	14	2013-05-03 08:22:56-05
188588	2212	110265	19	1	40	14	2013-05-03 08:22:56-05
188589	2212	110264	20	1	40	14	2013-05-03 08:22:56-05
188590	2212	111417	21	1	40	14	2013-05-03 08:22:56-05
188591	2212	109447	0	0	40	3	2013-05-03 08:22:56-05
188592	2212	109825	1	0	40	3	2013-05-03 08:22:56-05
188593	2212	109936	2	0	40	3	2013-05-03 08:22:56-05
188594	2212	109071	0	0	40	10	2013-05-03 08:22:56-05
188595	2212	111261	1	0	40	10	2013-05-03 08:22:56-05
188596	2212	109374	2	0	40	10	2013-05-03 08:22:56-05
188597	2212	109777	3	0	40	10	2013-05-03 08:22:56-05
188598	2212	110157	4	0	40	10	2013-05-03 08:22:56-05
188599	2212	110522	5	0	40	10	2013-05-03 08:22:56-05
188600	2212	108806	6	0	40	10	2013-05-03 08:22:56-05
188601	2212	108805	7	0	40	10	2013-05-03 08:22:56-05
188602	2212	109904	8	0	40	10	2013-05-03 08:22:56-05
188603	2212	110519	9	0	40	10	2013-05-03 08:22:56-05
188604	2212	109802	10	0	40	10	2013-05-03 08:22:56-05
188605	2212	111037	11	0	40	10	2013-05-03 08:22:56-05
188606	2212	110666	12	0	40	10	2013-05-03 08:22:56-05
188607	2212	110340	13	0	40	10	2013-05-03 08:22:56-05
188608	2212	110745	14	0	40	10	2013-05-03 08:22:56-05
188609	2212	108802	15	0	40	10	2013-05-03 08:22:56-05
188610	2212	108926	16	0	40	10	2013-05-03 08:22:56-05
188611	2212	109007	17	0	40	10	2013-05-03 08:22:56-05
188612	2212	111594	18	0	40	10	2013-05-03 08:22:56-05
188613	2212	110384	19	0	40	10	2013-05-03 08:22:56-05
188614	2212	111489	20	0	40	10	2013-05-03 08:22:56-05
188615	2212	111160	21	0	40	10	2013-05-03 08:22:56-05
188616	2212	111096	22	0	40	10	2013-05-03 08:22:56-05
188617	2212	110727	23	0	40	10	2013-05-03 08:22:56-05
188618	2212	108868	24	0	40	10	2013-05-03 08:22:56-05
188619	2212	109553	25	0	40	10	2013-05-03 08:22:56-05
188620	2212	109959	26	0	40	10	2013-05-03 08:22:56-05
188621	2212	110729	27	0	40	10	2013-05-03 08:22:56-05
188622	2212	111098	28	0	40	10	2013-05-03 08:22:56-05
188623	2212	110300	29	0	40	10	2013-05-03 08:22:56-05
188624	2212	110375	30	0	40	10	2013-05-03 08:22:56-05
188625	2212	109638	31	0	40	10	2013-05-03 08:22:56-05
188626	2212	109191	32	0	40	10	2013-05-03 08:22:56-05
188627	2212	110187	0	1	40	20	2013-05-03 08:22:56-05
188628	2212	110926	1	1	40	20	2013-05-03 08:22:56-05
188629	2212	110927	2	1	40	20	2013-05-03 08:22:56-05
188630	2212	110527	3	1	40	20	2013-05-03 08:22:56-05
188631	2212	110163	4	1	40	20	2013-05-03 08:22:56-05
188632	2212	109452	5	1	40	20	2013-05-03 08:22:56-05
188633	2212	110567	6	1	40	20	2013-05-03 08:22:56-05
188634	2212	110625	7	1	40	20	2013-05-03 08:22:56-05
188635	2212	109104	8	1	40	20	2013-05-03 08:22:56-05
188636	2212	110159	9	1	40	20	2013-05-03 08:22:56-05
188637	2212	109897	10	1	40	20	2013-05-03 08:22:56-05
188638	2212	110653	11	1	40	20	2013-05-03 08:22:56-05
188639	2212	110655	12	1	40	20	2013-05-03 08:22:56-05
188640	2212	110265	13	1	40	20	2013-05-03 08:22:56-05
188641	2212	110264	14	1	40	20	2013-05-03 08:22:56-05
188642	2212	111417	15	1	40	20	2013-05-03 08:22:56-05
188643	2241	109540	0	1	40	2	2013-05-03 08:22:56-05
188644	2241	109637	1	1	40	2	2013-05-03 08:22:56-05
188645	2241	110583	2	1	40	2	2013-05-03 08:22:56-05
188646	2241	109711	3	1	40	2	2013-05-03 08:22:56-05
188647	2241	109187	4	1	40	2	2013-05-03 08:22:56-05
188648	2241	110878	5	1	40	2	2013-05-03 08:22:56-05
188649	2241	110730	6	1	40	2	2013-05-03 08:22:56-05
188650	2241	110321	7	1	40	2	2013-05-03 08:22:56-05
188651	2241	110728	8	1	40	2	2013-05-03 08:22:56-05
188652	2241	111058	9	1	40	2	2013-05-03 08:22:56-05
188653	2241	108894	10	1	40	2	2013-05-03 08:22:56-05
188654	2241	109964	11	1	40	2	2013-05-03 08:22:56-05
188655	2241	111097	12	1	40	2	2013-05-03 08:22:56-05
188656	2241	111161	13	1	40	2	2013-05-03 08:22:56-05
188657	2241	110385	14	1	40	2	2013-05-03 08:22:56-05
188658	2241	111488	15	1	40	2	2013-05-03 08:22:56-05
188659	2241	109261	16	1	40	2	2013-05-03 08:22:56-05
188660	2241	109008	17	1	40	2	2013-05-03 08:22:56-05
188661	2241	111256	18	1	40	2	2013-05-03 08:22:56-05
188662	2241	111574	19	1	40	2	2013-05-03 08:22:56-05
188663	2241	111080	20	1	40	2	2013-05-03 08:22:56-05
188664	2241	109187	0	1	40	12	2013-05-03 08:22:56-05
188665	2241	110878	1	1	40	12	2013-05-03 08:22:56-05
188666	2241	110730	2	1	40	12	2013-05-03 08:22:56-05
188667	2241	110321	3	1	40	12	2013-05-03 08:22:56-05
188668	2241	110728	4	1	40	12	2013-05-03 08:22:56-05
188669	2241	111058	5	1	40	12	2013-05-03 08:22:56-05
188670	2241	108894	6	1	40	12	2013-05-03 08:22:56-05
188671	2241	109964	7	1	40	12	2013-05-03 08:22:56-05
188672	2241	111097	8	1	40	12	2013-05-03 08:22:56-05
188673	2241	111161	9	1	40	12	2013-05-03 08:22:56-05
188674	2241	110385	10	1	40	12	2013-05-03 08:22:56-05
188675	2241	111488	11	1	40	12	2013-05-03 08:22:56-05
188676	2241	109261	12	1	40	12	2013-05-03 08:22:56-05
188677	2241	109008	13	1	40	12	2013-05-03 08:22:56-05
188678	2241	111256	14	1	40	12	2013-05-03 08:22:56-05
188679	2241	111574	15	1	40	12	2013-05-03 08:22:56-05
188680	2241	111080	16	1	40	12	2013-05-03 08:22:56-05
188681	2241	111246	0	0	40	3	2013-05-03 08:22:56-05
188682	2241	110027	1	0	40	3	2013-05-03 08:22:57-05
188683	2241	111573	2	0	40	3	2013-05-03 08:22:57-05
188684	2241	109009	3	0	40	3	2013-05-03 08:22:57-05
188685	2241	111109	4	0	40	3	2013-05-03 08:22:57-05
188686	2241	111260	5	0	40	3	2013-05-03 08:22:57-05
188687	2241	111595	6	0	40	3	2013-05-03 08:22:57-05
188688	2241	111159	7	0	40	3	2013-05-03 08:22:57-05
188689	2241	111096	8	0	40	3	2013-05-03 08:22:57-05
188690	2241	111571	9	0	40	3	2013-05-03 08:22:57-05
188691	2241	109965	10	0	40	3	2013-05-03 08:22:57-05
188692	2241	109553	11	0	40	3	2013-05-03 08:22:57-05
188693	2241	109959	12	0	40	3	2013-05-03 08:22:57-05
188694	2241	110729	13	0	40	3	2013-05-03 08:22:57-05
188695	2241	111098	14	0	40	3	2013-05-03 08:22:57-05
188696	2241	110300	15	0	40	3	2013-05-03 08:22:57-05
188697	2241	110375	16	0	40	3	2013-05-03 08:22:57-05
188698	2241	109638	17	0	40	3	2013-05-03 08:22:57-05
188699	2241	109191	18	0	40	3	2013-05-03 08:22:57-05
188700	2241	109447	0	0	40	4	2013-05-03 08:22:57-05
188701	2241	109825	1	0	40	4	2013-05-03 08:22:57-05
188702	2241	109936	2	0	40	4	2013-05-03 08:22:57-05
188703	2242	111568	0	1	40	11	2013-05-03 08:22:57-05
188704	2242	110109	1	1	40	11	2013-05-03 08:22:57-05
188705	2242	111242	2	1	40	11	2013-05-03 08:22:57-05
188706	2242	108999	3	1	40	11	2013-05-03 08:22:57-05
188707	2242	109366	4	1	40	11	2013-05-03 08:22:57-05
188708	2242	108874	5	1	40	11	2013-05-03 08:22:57-05
188709	2242	111107	6	1	40	11	2013-05-03 08:22:57-05
188710	2242	109976	7	1	40	11	2013-05-03 08:22:57-05
188711	2242	109977	8	1	40	11	2013-05-03 08:22:57-05
188712	2242	109591	9	1	40	11	2013-05-03 08:22:57-05
188713	2242	111589	10	1	40	11	2013-05-03 08:22:57-05
188714	2242	111257	11	1	40	11	2013-05-03 08:22:57-05
188715	2242	110705	12	1	40	11	2013-05-03 08:22:57-05
188716	2242	109539	0	0	40	18	2013-05-03 08:22:57-05
188717	2242	111156	1	0	40	18	2013-05-03 08:22:57-05
188718	2242	109913	2	0	40	18	2013-05-03 08:22:57-05
188719	2242	109269	3	0	40	18	2013-05-03 08:22:57-05
188720	2242	110814	4	0	40	18	2013-05-03 08:22:57-05
188721	2242	111181	5	0	40	18	2013-05-03 08:22:57-05
188722	2242	110368	6	0	40	18	2013-05-03 08:22:57-05
188723	2242	111052	7	0	40	18	2013-05-03 08:22:57-05
188724	2242	111568	0	1	40	19	2013-05-03 08:22:57-05
188725	2242	110109	1	1	40	19	2013-05-03 08:22:57-05
188726	2242	111242	2	1	40	19	2013-05-03 08:22:57-05
188727	2242	108999	3	1	40	19	2013-05-03 08:22:57-05
188728	2242	109366	4	1	40	19	2013-05-03 08:22:57-05
188729	2242	108874	5	1	40	19	2013-05-03 08:22:57-05
188730	2242	111107	6	1	40	19	2013-05-03 08:22:57-05
188731	2242	109976	7	1	40	19	2013-05-03 08:22:57-05
188732	2242	109977	8	1	40	19	2013-05-03 08:22:57-05
188733	2242	109591	9	1	40	19	2013-05-03 08:22:57-05
188734	2242	111589	10	1	40	19	2013-05-03 08:22:57-05
188735	2242	111257	11	1	40	19	2013-05-03 08:22:57-05
188736	2242	110705	12	1	40	19	2013-05-03 08:22:57-05
188737	2242	109539	0	0	40	2	2013-05-03 08:22:57-05
188738	2242	111156	1	0	40	2	2013-05-03 08:22:57-05
188739	2242	109913	2	0	40	2	2013-05-03 08:22:57-05
188740	2242	109269	3	0	40	2	2013-05-03 08:22:57-05
188741	2242	110814	4	0	40	2	2013-05-03 08:22:57-05
188742	2242	111181	5	0	40	2	2013-05-03 08:22:57-05
188743	2242	110368	6	0	40	2	2013-05-03 08:22:57-05
188744	2242	111052	7	0	40	2	2013-05-03 08:22:57-05
188745	2242	108919	0	1	40	3	2013-05-03 08:22:57-05
188746	2242	111468	1	1	40	3	2013-05-03 08:22:57-05
188747	2242	110036	2	1	40	3	2013-05-03 08:22:57-05
188748	2242	110795	3	1	40	3	2013-05-03 08:22:57-05
188749	2242	110402	4	1	40	3	2013-05-03 08:22:57-05
188750	2242	109663	5	1	40	3	2013-05-03 08:22:57-05
188751	2242	110283	6	1	40	3	2013-05-03 08:22:57-05
188752	2242	110403	7	1	40	3	2013-05-03 08:22:57-05
188753	2242	111155	8	1	40	3	2013-05-03 08:22:57-05
188754	2242	110789	9	1	40	3	2013-05-03 08:22:57-05
188755	2242	110790	10	1	40	3	2013-05-03 08:22:57-05
188756	2242	110780	11	1	40	3	2013-05-03 08:22:57-05
188757	2242	109633	12	1	40	3	2013-05-03 08:22:57-05
188758	2242	109350	13	1	40	3	2013-05-03 08:22:57-05
188759	2242	110879	14	1	40	3	2013-05-03 08:22:57-05
188760	2242	111568	15	1	40	3	2013-05-03 08:22:57-05
188761	2242	110109	16	1	40	3	2013-05-03 08:22:57-05
188762	2242	111242	17	1	40	3	2013-05-03 08:22:57-05
188763	2242	108999	18	1	40	3	2013-05-03 08:22:57-05
188764	2242	109366	19	1	40	3	2013-05-03 08:22:57-05
188765	2242	108874	20	1	40	3	2013-05-03 08:22:57-05
188766	2242	111107	21	1	40	3	2013-05-03 08:22:57-05
188767	2242	109976	22	1	40	3	2013-05-03 08:22:57-05
188768	2242	109977	23	1	40	3	2013-05-03 08:22:57-05
188769	2242	109591	24	1	40	3	2013-05-03 08:22:57-05
188770	2242	111589	25	1	40	3	2013-05-03 08:22:57-05
188771	2242	111257	26	1	40	3	2013-05-03 08:22:57-05
188772	2242	110705	27	1	40	3	2013-05-03 08:22:57-05
188773	2242	108938	0	0	40	5	2013-05-03 08:22:57-05
188774	2242	109754	1	0	40	5	2013-05-03 08:22:57-05
188775	2242	110744	2	0	40	5	2013-05-03 08:22:57-05
188776	2242	111108	3	0	40	5	2013-05-03 08:22:57-05
188777	2242	108875	4	0	40	5	2013-05-03 08:22:57-05
188778	2242	109975	5	0	40	5	2013-05-03 08:22:57-05
188779	2242	109590	6	0	40	5	2013-05-03 08:22:57-05
188780	2242	109000	7	0	40	5	2013-05-03 08:22:57-05
188781	2242	110476	8	0	40	5	2013-05-03 08:22:57-05
188782	2242	109353	9	0	40	5	2013-05-03 08:22:57-05
188783	2242	110881	10	0	40	5	2013-05-03 08:22:57-05
188784	2242	110106	11	0	40	5	2013-05-03 08:22:57-05
188785	2242	109731	12	0	40	5	2013-05-03 08:22:57-05
188786	2242	109354	13	0	40	5	2013-05-03 08:22:57-05
188787	2242	110782	14	0	40	5	2013-05-03 08:22:57-05
188788	2242	108812	15	0	40	5	2013-05-03 08:22:57-05
188789	2242	110287	16	0	40	5	2013-05-03 08:22:57-05
188790	2242	110675	17	0	40	5	2013-05-03 08:22:57-05
188791	2242	111485	18	0	40	5	2013-05-03 08:22:57-05
188792	2242	110296	19	0	40	5	2013-05-03 08:22:57-05
188793	2242	109539	20	0	40	5	2013-05-03 08:22:57-05
188794	2242	111156	21	0	40	5	2013-05-03 08:22:57-05
188795	2242	109913	22	0	40	5	2013-05-03 08:22:57-05
188796	2242	109269	23	0	40	5	2013-05-03 08:22:57-05
188797	2242	110814	24	0	40	5	2013-05-03 08:22:57-05
188798	2242	111181	25	0	40	5	2013-05-03 08:22:57-05
188799	2242	110368	26	0	40	5	2013-05-03 08:22:57-05
188800	2242	111052	27	0	40	5	2013-05-03 08:22:57-05
188801	2242	108938	0	0	40	4	2013-05-03 08:22:57-05
188802	2242	109754	1	0	40	4	2013-05-03 08:22:57-05
188803	2242	110744	2	0	40	4	2013-05-03 08:22:57-05
188804	2242	111144	3	0	40	4	2013-05-03 08:22:57-05
188805	2242	109370	4	0	40	4	2013-05-03 08:22:57-05
188806	2242	109741	5	0	40	4	2013-05-03 08:22:57-05
188807	2242	111463	6	0	40	4	2013-05-03 08:22:57-05
188808	2242	111136	7	0	40	4	2013-05-03 08:22:57-05
188809	2242	110363	8	0	40	4	2013-05-03 08:22:57-05
188810	2242	110798	9	0	40	4	2013-05-03 08:22:57-05
188811	2242	108912	10	0	40	4	2013-05-03 08:22:57-05
188812	2242	109749	11	0	40	4	2013-05-03 08:22:57-05
188813	2242	110476	12	0	40	4	2013-05-03 08:22:57-05
188814	2242	109353	13	0	40	4	2013-05-03 08:22:57-05
188815	2242	110881	14	0	40	4	2013-05-03 08:22:57-05
188816	2242	110106	15	0	40	4	2013-05-03 08:22:57-05
188817	2242	109731	16	0	40	4	2013-05-03 08:22:57-05
188818	2242	109354	17	0	40	4	2013-05-03 08:22:57-05
188819	2242	110782	18	0	40	4	2013-05-03 08:22:57-05
188820	2242	108812	19	0	40	4	2013-05-03 08:22:57-05
188821	2242	110287	20	0	40	4	2013-05-03 08:22:57-05
188822	2242	110675	21	0	40	4	2013-05-03 08:22:57-05
188823	2242	111485	22	0	40	4	2013-05-03 08:22:57-05
188824	2242	110296	23	0	40	4	2013-05-03 08:22:57-05
188825	2242	109539	24	0	40	4	2013-05-03 08:22:57-05
188826	2242	111156	25	0	40	4	2013-05-03 08:22:57-05
188827	2242	109913	26	0	40	4	2013-05-03 08:22:57-05
188828	2242	109269	27	0	40	4	2013-05-03 08:22:57-05
188829	2242	110814	28	0	40	4	2013-05-03 08:22:57-05
188830	2242	111181	29	0	40	4	2013-05-03 08:22:57-05
188831	2242	110368	30	0	40	4	2013-05-03 08:22:57-05
188832	2242	111052	31	0	40	4	2013-05-03 08:22:57-05
188833	2242	108919	0	1	40	6	2013-05-03 08:22:57-05
188834	2242	111468	1	1	40	6	2013-05-03 08:22:57-05
188835	2242	110036	2	1	40	6	2013-05-03 08:22:57-05
188836	2242	110795	3	1	40	6	2013-05-03 08:22:57-05
188837	2242	110402	4	1	40	6	2013-05-03 08:22:57-05
188838	2242	109663	5	1	40	6	2013-05-03 08:22:57-05
188839	2242	110283	6	1	40	6	2013-05-03 08:22:57-05
188840	2242	110403	7	1	40	6	2013-05-03 08:22:57-05
188841	2242	111155	8	1	40	6	2013-05-03 08:22:57-05
188842	2242	110789	9	1	40	6	2013-05-03 08:22:57-05
188843	2242	110790	10	1	40	6	2013-05-03 08:22:57-05
188844	2242	110780	11	1	40	6	2013-05-03 08:22:57-05
188845	2242	109633	12	1	40	6	2013-05-03 08:22:57-05
188846	2242	109350	13	1	40	6	2013-05-03 08:22:57-05
188847	2242	110879	14	1	40	6	2013-05-03 08:22:57-05
188848	2242	111568	15	1	40	6	2013-05-03 08:22:57-05
188849	2242	110109	16	1	40	6	2013-05-03 08:22:57-05
188850	2242	111242	17	1	40	6	2013-05-03 08:22:57-05
188851	2242	108999	18	1	40	6	2013-05-03 08:22:57-05
188852	2242	109366	19	1	40	6	2013-05-03 08:22:57-05
188853	2242	108874	20	1	40	6	2013-05-03 08:22:57-05
188854	2242	111107	21	1	40	6	2013-05-03 08:22:57-05
188855	2242	109976	22	1	40	6	2013-05-03 08:22:57-05
188856	2242	109977	23	1	40	6	2013-05-03 08:22:57-05
188857	2242	109591	24	1	40	6	2013-05-03 08:22:57-05
188858	2242	111589	25	1	40	6	2013-05-03 08:22:57-05
188859	2242	111257	26	1	40	6	2013-05-03 08:22:57-05
188860	2242	110705	27	1	40	6	2013-05-03 08:22:57-05
188861	2271	108811	0	1	40	18	2013-05-03 08:22:57-05
188862	2271	110785	1	1	40	18	2013-05-03 08:22:57-05
188863	2271	110962	2	1	40	18	2013-05-03 08:22:57-05
188864	2271	109120	3	1	40	18	2013-05-03 08:22:57-05
188865	2271	110644	4	1	40	18	2013-05-03 08:22:57-05
188866	2271	111644	5	1	40	18	2013-05-03 08:22:57-05
188867	2271	109443	6	1	40	18	2013-05-03 08:22:57-05
188868	2271	110554	7	1	40	18	2013-05-03 08:22:57-05
188869	2271	109064	8	1	40	18	2013-05-03 08:22:57-05
188870	2271	111310	9	1	40	18	2013-05-03 08:22:57-05
188871	2271	109890	10	1	40	18	2013-05-03 08:22:57-05
188872	2271	109034	11	1	40	18	2013-05-03 08:22:57-05
188873	2271	109040	12	1	40	18	2013-05-03 08:22:57-05
188874	2271	111007	13	1	40	18	2013-05-03 08:22:57-05
188875	2271	110248	14	1	40	18	2013-05-03 08:22:57-05
188876	2271	110413	15	1	40	18	2013-05-03 08:22:57-05
188877	2271	108841	16	1	40	18	2013-05-03 08:22:57-05
188878	2271	109644	0	1	40	2	2013-05-03 08:22:57-05
188879	2271	109664	1	1	40	2	2013-05-03 08:22:57-05
188880	2271	110380	2	1	40	2	2013-05-03 08:22:57-05
188881	2271	110296	3	1	40	2	2013-05-03 08:22:57-05
188882	2271	109539	4	1	40	2	2013-05-03 08:22:57-05
188883	2271	111156	5	1	40	2	2013-05-03 08:22:57-05
188884	2271	109913	6	1	40	2	2013-05-03 08:22:57-05
188885	2271	109269	7	1	40	2	2013-05-03 08:22:57-05
188886	2271	110814	8	1	40	2	2013-05-03 08:22:57-05
188887	2271	111181	9	1	40	2	2013-05-03 08:22:57-05
188888	2271	110368	10	1	40	2	2013-05-03 08:22:57-05
188889	2271	111052	11	1	40	2	2013-05-03 08:22:57-05
188890	2271	108811	12	1	40	2	2013-05-03 08:22:57-05
188891	2271	110785	13	1	40	2	2013-05-03 08:22:57-05
188892	2271	110962	14	1	40	2	2013-05-03 08:22:57-05
188893	2271	109120	15	1	40	2	2013-05-03 08:22:57-05
188894	2271	110644	16	1	40	2	2013-05-03 08:22:57-05
188895	2271	111644	17	1	40	2	2013-05-03 08:22:57-05
188896	2271	109443	18	1	40	2	2013-05-03 08:22:57-05
188897	2271	110554	19	1	40	2	2013-05-03 08:22:57-05
188898	2271	109064	20	1	40	2	2013-05-03 08:22:57-05
188899	2271	111310	21	1	40	2	2013-05-03 08:22:57-05
188900	2271	109890	22	1	40	2	2013-05-03 08:22:57-05
188901	2271	109034	23	1	40	2	2013-05-03 08:22:57-05
188902	2271	109040	24	1	40	2	2013-05-03 08:22:57-05
188903	2271	111007	25	1	40	2	2013-05-03 08:22:57-05
188904	2271	110248	26	1	40	2	2013-05-03 08:22:57-05
188905	2271	110413	27	1	40	2	2013-05-03 08:22:57-05
188906	2271	108841	28	1	40	2	2013-05-03 08:22:57-05
188907	2271	109920	0	1	40	5	2013-05-03 08:22:57-05
188908	2271	110377	1	1	40	5	2013-05-03 08:22:57-05
188909	2271	111149	2	1	40	5	2013-05-03 08:22:57-05
188910	2271	111480	3	1	40	5	2013-05-03 08:22:57-05
188911	2271	110670	4	1	40	5	2013-05-03 08:22:57-05
188912	2271	111150	5	1	40	5	2013-05-03 08:22:57-05
188913	2271	110378	6	1	40	5	2013-05-03 08:22:57-05
188914	2271	110672	7	1	40	5	2013-05-03 08:22:57-05
188915	2271	111152	8	1	40	5	2013-05-03 08:22:57-05
188916	2271	109644	9	1	40	5	2013-05-03 08:22:57-05
188917	2271	109664	10	1	40	5	2013-05-03 08:22:57-05
188918	2271	110380	11	1	40	5	2013-05-03 08:22:57-05
188919	2271	110296	12	1	40	5	2013-05-03 08:22:57-05
188920	2271	109539	13	1	40	5	2013-05-03 08:22:57-05
188921	2271	111156	14	1	40	5	2013-05-03 08:22:57-05
188922	2271	109913	15	1	40	5	2013-05-03 08:22:57-05
188923	2271	109269	16	1	40	5	2013-05-03 08:22:57-05
