LINESTOPID	STOPSEQUENCE	ORIENTATION	LINEID	STOPID	PLANVERSIONID	LINEVARIANT	REGISTERDATE	LINEVARIANTTYPE
140127	23	1	318	511021	40	2	2013-05-03 08:19:56	1
140128	24	1	318	511252	40	2	2013-05-03 08:19:56	1
140129	25	1	318	502305	40	2	2013-05-03 08:19:56	1
140130	1	1	318	502305	40	3	2013-05-03 08:19:56	1
140131	2	1	318	511016	40	3	2013-05-03 08:19:56	1
140132	3	1	318	511251	40	3	2013-05-03 08:19:56	1
140133	4	1	318	511020	40	3	2013-05-03 08:19:56	1
140134	5	1	318	511256	40	3	2013-05-03 08:19:56	1
140135	6	1	318	511232	40	3	2013-05-03 08:19:56	1
140136	7	1	318	511334	40	3	2013-05-03 08:19:56	1
140137	8	1	318	511132	40	3	2013-05-03 08:19:56	1
140138	9	1	318	511335	40	3	2013-05-03 08:19:56	1
140139	10	1	318	511248	40	3	2013-05-03 08:19:56	1
140140	11	1	318	511134	40	3	2013-05-03 08:19:56	1
140141	12	1	318	511337	40	3	2013-05-03 08:19:56	1
140142	13	1	318	511221	40	3	2013-05-03 08:19:56	1
140143	14	1	318	511339	40	3	2013-05-03 08:19:56	1
140144	15	1	318	511135	40	3	2013-05-03 08:19:56	1
140145	16	1	318	511341	40	3	2013-05-03 08:19:56	1
140146	17	1	318	511343	40	3	2013-05-03 08:19:56	1
140147	18	1	318	511136	40	3	2013-05-03 08:19:56	1
140148	19	1	318	511344	40	3	2013-05-03 08:19:56	1
140149	20	1	318	511257	40	3	2013-05-03 08:19:56	1
140150	21	1	318	511137	40	3	2013-05-03 08:19:56	1
140151	22	1	318	511021	40	3	2013-05-03 08:19:56	1
140152	23	1	318	511252	40	3	2013-05-03 08:19:56	1
140153	24	1	318	502305	40	3	2013-05-03 08:19:56	1
140154	1	1	318	511221	40	8	2013-05-03 08:19:56	1
140155	2	1	318	511338	40	8	2013-05-03 08:19:56	1
140156	3	1	318	511339	40	8	2013-05-03 08:19:56	1
140157	4	1	318	511135	40	8	2013-05-03 08:19:56	1
140158	5	1	318	511341	40	8	2013-05-03 08:19:56	1
140159	6	1	318	511343	40	8	2013-05-03 08:19:56	1
140160	7	1	318	511136	40	8	2013-05-03 08:19:56	1
140161	8	1	318	511344	40	8	2013-05-03 08:19:56	1
140162	9	1	318	511257	40	8	2013-05-03 08:19:56	1
140163	10	1	318	511137	40	8	2013-05-03 08:19:56	1
140164	11	1	318	511021	40	8	2013-05-03 08:19:56	1
140165	12	1	318	511252	40	8	2013-05-03 08:19:56	1
140166	13	1	318	502305	40	8	2013-05-03 08:19:56	1
140167	1	1	318	511221	40	12	2013-05-03 08:19:56	1
140168	2	1	318	511339	40	12	2013-05-03 08:19:56	1
140169	3	1	318	511135	40	12	2013-05-03 08:19:56	1
140170	4	1	318	511341	40	12	2013-05-03 08:19:56	1
140171	5	1	318	511343	40	12	2013-05-03 08:19:56	1
140172	6	1	318	511136	40	12	2013-05-03 08:19:56	1
140173	7	1	318	511344	40	12	2013-05-03 08:19:56	1
140174	8	1	318	511257	40	12	2013-05-03 08:19:56	1
140175	9	1	318	511137	40	12	2013-05-03 08:19:56	1
140176	10	1	318	511021	40	12	2013-05-03 08:19:56	1
140177	11	1	318	511252	40	12	2013-05-03 08:19:56	1
140178	12	1	318	502305	40	12	2013-05-03 08:19:56	1
140179	1	0	321	513041	40	2	2013-05-03 08:19:56	1
140180	2	0	321	513042	40	2	2013-05-03 08:19:56	1
140181	3	0	321	513043	40	2	2013-05-03 08:19:56	1
140182	4	0	321	513044	40	2	2013-05-03 08:19:56	1
140183	5	0	321	513045	40	2	2013-05-03 08:19:56	1
140184	6	0	321	513046	40	2	2013-05-03 08:19:56	1
140185	7	0	321	513047	40	2	2013-05-03 08:19:56	1
140186	8	0	321	513253	40	2	2013-05-03 08:19:56	1
140187	9	0	321	500100	40	2	2013-05-03 08:19:56	1
140188	1	0	321	500100	40	3	2013-05-03 08:19:56	3
140189	2	0	321	600100	40	3	2013-05-03 08:19:56	3
140190	3	0	321	600102	40	3	2013-05-03 08:19:56	3
140191	4	0	321	500102	40	3	2013-05-03 08:19:56	3
140192	1	1	321	500102	40	4	2013-05-03 08:19:56	1
140193	2	1	321	512078	40	4	2013-05-03 08:19:56	1
140194	3	1	321	513252	40	4	2013-05-03 08:19:56	1
140195	4	1	321	513033	40	4	2013-05-03 08:19:56	1
140196	5	1	321	513034	40	4	2013-05-03 08:19:56	1
140197	6	1	321	513024	40	4	2013-05-03 08:19:56	1
140198	7	1	321	513025	40	4	2013-05-03 08:19:56	1
140199	8	1	321	513026	40	4	2013-05-03 08:19:56	1
140200	9	1	321	513027	40	4	2013-05-03 08:19:56	1
140201	10	1	321	513041	40	4	2013-05-03 08:19:56	1
140202	1	1	322	500110	40	2	2013-05-03 08:19:56	1
140203	2	1	322	513251	40	2	2013-05-03 08:19:56	1
140204	3	1	322	512118	40	2	2013-05-03 08:19:56	1
140205	4	1	322	512027	40	2	2013-05-03 08:19:56	1
140206	5	1	322	512119	40	2	2013-05-03 08:19:56	1
140207	6	1	322	512064	40	2	2013-05-03 08:19:56	1
140208	7	1	322	512120	40	2	2013-05-03 08:19:56	1
140209	8	1	322	512121	40	2	2013-05-03 08:19:56	1
140210	9	1	322	512089	40	2	2013-05-03 08:19:56	1
140211	10	1	322	512090	40	2	2013-05-03 08:19:56	1
140212	11	1	322	512091	40	2	2013-05-03 08:19:56	1
140213	12	1	322	512092	40	2	2013-05-03 08:19:56	1
140214	13	1	322	512029	40	2	2013-05-03 08:19:56	1
140215	14	1	322	512093	40	2	2013-05-03 08:19:56	1
140216	15	1	322	512122	40	2	2013-05-03 08:19:56	1
140217	16	1	322	512032	40	2	2013-05-03 08:19:56	1
140218	17	1	322	512033	40	2	2013-05-03 08:19:56	1
140219	18	1	322	500108	40	2	2013-05-03 08:19:56	1
140220	1	1	322	500108	40	3	2013-05-03 08:19:56	3
140221	2	1	322	600108	40	3	2013-05-03 08:19:56	3
140222	3	1	322	600110	40	3	2013-05-03 08:19:56	3
140223	4	1	322	500110	40	3	2013-05-03 08:19:56	3
140224	1	1	322	512121	40	6	2013-05-03 08:19:56	1
140225	2	1	322	512089	40	6	2013-05-03 08:19:56	1
140226	3	1	322	512090	40	6	2013-05-03 08:19:56	1
140227	4	1	322	512091	40	6	2013-05-03 08:19:56	1
140228	5	1	322	512092	40	6	2013-05-03 08:19:56	1
140229	6	1	322	512029	40	6	2013-05-03 08:19:56	1
140230	7	1	322	512093	40	6	2013-05-03 08:19:56	1
140231	8	1	322	512122	40	6	2013-05-03 08:19:56	1
