DATAPLANID	LINESHORTNAME	LINEID	ORIENTATION	TOTALSTOPS	TRIPLENGTH	TASKID	TRIPID	TRIPSTARTTIME	SCHEDULETYPEID	TRIPTYPEID	PLANVERSIONID	TRANSPORTCONTRATIST	REGISTERDATE	TRIPENDTIME	TRIPTRANSITTIME
3522190	P60	260	0	23	9529	164	112	66081	1951017	1	40	Git Masivo	2013-05-03 08:23:01	68206	2125
3522191	P60	260	1	24	9373	164	52	68271	1951017	1	40	Git Masivo	2013-05-03 08:23:01	70551	2280
3522192	P60	260	0	23	9529	164	117	70581	1951017	1	40	Git Masivo	2013-05-03 08:23:01	72706	2125
3522193	P60	260	1	24	9373	164	57	72996	1951017	1	40	Git Masivo	2013-05-03 08:23:01	75276	2280
3522194	P60	260	0	23	9529	164	122	75306	1951017	1	40	Git Masivo	2013-05-03 08:23:01	77431	2125
3522195	P60	260	1	24	9373	164	61	77496	1951017	1	40	Git Masivo	2013-05-03 08:23:01	79776	2280
3522196	P60	260	0	28	11695	164	126	79806	1951017	1	40	Git Masivo	2013-05-03 08:23:01	82756	2950
3522197	P60	260	1	24	9373	213	1	17184	1951016	1	40	Git Masivo	2013-05-03 08:23:01	19709	2525
3522198	P60	260	0	23	9529	213	171	19739	1951016	1	40	Git Masivo	2013-05-03 08:23:01	22099	2360
3522199	P60	260	1	24	9373	213	15	22224	1951016	1	40	Git Masivo	2013-05-03 08:23:01	24749	2525
3522200	P60	260	0	23	9529	213	185	24779	1951016	1	40	Git Masivo	2013-05-03 08:23:01	27139	2360
3522201	P60	260	1	24	9373	213	29	27264	1951016	1	40	Git Masivo	2013-05-03 08:23:01	29789	2525
3522202	P60	260	0	23	9529	213	199	29819	1951016	1	40	Git Masivo	2013-05-03 08:23:01	32179	2360
3522203	P60	260	1	24	9373	213	43	32304	1951016	1	40	Git Masivo	2013-05-03 08:23:01	34829	2525
3522204	P60	260	0	23	9529	213	213	34859	1951016	1	40	Git Masivo	2013-05-03 08:23:01	37219	2360
3522205	P60	260	1	24	9373	213	56	37344	1951016	1	40	Git Masivo	2013-05-03 08:23:01	39869	2525
3522206	P60	260	0	23	9529	213	226	39899	1951016	1	40	Git Masivo	2013-05-03 08:23:01	42259	2360
3522207	P60	260	1	24	9373	213	68	42384	1951016	1	40	Git Masivo	2013-05-03 08:23:01	44909	2525
3522208	P60	260	0	23	9529	213	238	44939	1951016	1	40	Git Masivo	2013-05-03 08:23:01	47299	2360
3522209	P60	260	1	24	9373	213	81	47424	1951016	1	40	Git Masivo	2013-05-03 08:23:01	49949	2525
3522210	P60	260	0	23	9529	213	251	49979	1951016	1	40	Git Masivo	2013-05-03 08:23:01	52339	2360
3522211	P60	260	1	24	9373	213	93	52464	1951016	1	40	Git Masivo	2013-05-03 08:23:01	54989	2525
3522212	P60	260	0	23	9529	213	263	55019	1951016	1	40	Git Masivo	2013-05-03 08:23:01	57379	2360
3522213	P60	260	1	24	9373	213	106	57504	1951016	1	40	Git Masivo	2013-05-03 08:23:01	60029	2525
3522214	P60	260	0	23	9529	213	276	60059	1951016	1	40	Git Masivo	2013-05-03 08:23:01	62419	2360
3522215	P60	260	1	24	9373	213	118	62544	1951016	1	40	Git Masivo	2013-05-03 08:23:01	65069	2525
3522216	P60	260	0	23	9529	213	288	65099	1951016	1	40	Git Masivo	2013-05-03 08:23:01	67459	2360
3522217	P60	260	1	24	9373	213	131	67584	1951016	1	40	Git Masivo	2013-05-03 08:23:01	70109	2525
3522218	P60	260	0	23	9529	213	301	70139	1951016	1	40	Git Masivo	2013-05-03 08:23:01	72499	2360
3522219	P60	260	1	24	9373	213	143	72744	1951016	1	40	Git Masivo	2013-05-03 08:23:01	75269	2525
3522220	P60	260	0	23	9529	213	313	75299	1951016	1	40	Git Masivo	2013-05-03 08:23:01	77659	2360
3522221	P60	260	1	24	9373	213	156	77984	1951016	1	40	Git Masivo	2013-05-03 08:23:01	80509	2525
3522222	P60	260	0	28	11695	213	326	80549	1951016	1	40	Git Masivo	2013-05-03 08:23:01	83499	2950
3522223	P60	260	1	24	9373	218	3	18024	1951016	1	40	Git Masivo	2013-05-03 08:23:01	20549	2525
3522224	P60	260	0	23	9529	218	173	20579	1951016	1	40	Git Masivo	2013-05-03 08:23:01	22939	2360
3522225	P60	260	1	24	9373	218	17	23064	1951016	1	40	Git Masivo	2013-05-03 08:23:01	25589	2525
3522226	P60	260	0	23	9529	218	187	25619	1951016	1	40	Git Masivo	2013-05-03 08:23:01	27979	2360
3522227	P60	260	1	24	9373	218	31	28104	1951016	1	40	Git Masivo	2013-05-03 08:23:01	30629	2525
3522228	P60	260	0	23	9529	218	201	30659	1951016	1	40	Git Masivo	2013-05-03 08:23:01	33019	2360
3522229	P60	260	1	24	9373	218	45	33144	1951016	1	40	Git Masivo	2013-05-03 08:23:01	35669	2525
3522230	P60	260	0	23	9529	218	215	35699	1951016	1	40	Git Masivo	2013-05-03 08:23:01	38059	2360
3522231	P60	260	1	24	9373	218	58	38184	1951016	1	40	Git Masivo	2013-05-03 08:23:01	40709	2525
3522232	P60	260	0	23	9529	218	228	40739	1951016	1	40	Git Masivo	2013-05-03 08:23:01	43099	2360
3522233	P60	260	1	24	9373	218	70	43224	1951016	1	40	Git Masivo	2013-05-03 08:23:01	45749	2525
3522234	P60	260	0	23	9529	218	240	45779	1951016	1	40	Git Masivo	2013-05-03 08:23:01	48139	2360
3522235	P60	260	1	24	9373	218	83	48264	1951016	1	40	Git Masivo	2013-05-03 08:23:01	50789	2525
3522236	P60	260	0	23	9529	218	253	50819	1951016	1	40	Git Masivo	2013-05-03 08:23:01	53179	2360
3522237	P60	260	1	24	9373	218	95	53304	1951016	1	40	Git Masivo	2013-05-03 08:23:01	55829	2525
3522238	P60	260	0	23	9529	218	265	55859	1951016	1	40	Git Masivo	2013-05-03 08:23:01	58219	2360
3522239	P60	260	1	24	9373	218	108	58344	1951016	1	40	Git Masivo	2013-05-03 08:23:01	60869	2525
3522240	P60	260	0	23	9529	218	278	60899	1951016	1	40	Git Masivo	2013-05-03 08:23:01	63259	2360
3522241	P60	260	1	24	9373	218	120	63384	1951016	1	40	Git Masivo	2013-05-03 08:23:01	65909	2525
3522242	P60	260	0	23	9529	218	290	65939	1951016	1	40	Git Masivo	2013-05-03 08:23:01	68299	2360
3522243	P60	260	1	24	9373	218	133	68424	1951016	1	40	Git Masivo	2013-05-03 08:23:01	70949	2525
3522244	P60	260	0	23	9529	218	303	70979	1951016	1	40	Git Masivo	2013-05-03 08:23:01	73339	2360
3522245	P60	260	1	24	9373	218	145	73464	1951016	1	40	Git Masivo	2013-05-03 08:23:01	75989	2525
3522246	P60	260	0	23	9529	218	315	76019	1951016	1	40	Git Masivo	2013-05-03 08:23:01	78379	2360
3522247	P60	260	1	24	9373	227	2	22146	1951017	1	40	Git Masivo	2013-05-03 08:23:01	24426	2280
3522248	P60	260	0	23	9529	227	67	24456	1951017	1	40	Git Masivo	2013-05-03 08:23:01	26581	2125
3522249	P60	260	1	24	9373	227	6	26646	1951017	1	40	Git Masivo	2013-05-03 08:23:01	28926	2280
3522250	P60	260	0	23	9529	227	71	28956	1951017	1	40	Git Masivo	2013-05-03 08:23:01	31081	2125
3522251	P60	260	1	24	9373	227	11	31311	1951017	1	40	Git Masivo	2013-05-03 08:23:01	33591	2280
3522252	P60	260	0	23	9529	227	76	33621	1951017	1	40	Git Masivo	2013-05-03 08:23:01	35746	2125
3522253	P60	260	1	24	9373	227	16	35871	1951017	1	40	Git Masivo	2013-05-03 08:23:01	38151	2280
3522254	P60	260	0	23	9529	227	81	38181	1951017	1	40	Git Masivo	2013-05-03 08:23:01	40306	2125
3522255	P60	260	1	24	9373	227	21	40371	1951017	1	40	Git Masivo	2013-05-03 08:23:01	42651	2280
3522256	P60	260	0	23	9529	227	86	42681	1951017	1	40	Git Masivo	2013-05-03 08:23:01	44806	2125
3522257	P60	260	1	24	9373	227	26	44871	1951017	1	40	Git Masivo	2013-05-03 08:23:01	47151	2280
3522258	P60	260	0	23	9529	227	91	47181	1951017	1	40	Git Masivo	2013-05-03 08:23:01	49306	2125
3522259	P60	260	1	24	9373	227	31	49371	1951017	1	40	Git Masivo	2013-05-03 08:23:01	51651	2280
3522260	P60	260	0	23	9529	227	96	51681	1951017	1	40	Git Masivo	2013-05-03 08:23:01	53806	2125
3522261	P60	260	1	24	9373	227	36	53871	1951017	1	40	Git Masivo	2013-05-03 08:23:01	56151	2280
3522262	P60	260	0	23	9529	227	101	56181	1951017	1	40	Git Masivo	2013-05-03 08:23:01	58306	2125
3522263	P60	260	1	24	9373	227	41	58371	1951017	1	40	Git Masivo	2013-05-03 08:23:01	60651	2280
3522264	P60	260	0	23	9529	227	106	60681	1951017	1	40	Git Masivo	2013-05-03 08:23:01	62806	2125
3522265	P60	260	1	24	9373	227	46	62871	1951017	1	40	Git Masivo	2013-05-03 08:23:01	65151	2280
3522266	P60	260	0	23	9529	227	111	65181	1951017	1	40	Git Masivo	2013-05-03 08:23:01	67306	2125
3522267	P60	260	1	24	9373	227	51	67371	1951017	1	40	Git Masivo	2013-05-03 08:23:01	69651	2280
3522268	P60	260	0	23	9529	227	116	69681	1951017	1	40	Git Masivo	2013-05-03 08:23:01	71806	2125
3522269	P60	260	1	24	9373	227	56	71871	1951017	1	40	Git Masivo	2013-05-03 08:23:01	74151	2280
3522270	P60	260	0	23	9529	227	121	74181	1951017	1	40	Git Masivo	2013-05-03 08:23:01	76306	2125
3522271	P60	260	1	24	9373	227	60	76371	1951017	1	40	Git Masivo	2013-05-03 08:23:01	78651	2280
3522272	P60	260	0	28	11695	227	125	78681	1951017	1	40	Git Masivo	2013-05-03 08:23:01	81631	2950
3522273	P60	260	1	24	9373	230	8	28671	1951017	1	40	Git Masivo	2013-05-03 08:23:01	30951	2280
3522274	P60	260	0	23	9529	230	73	30981	1951017	1	40	Git Masivo	2013-05-03 08:23:01	33106	2125
3522275	P60	260	1	24	9373	230	13	33171	1951017	1	40	Git Masivo	2013-05-03 08:23:01	35451	2280
3522276	P60	260	0	23	9529	230	78	35481	1951017	1	40	Git Masivo	2013-05-03 08:23:01	37606	2125
3522277	P60	260	1	24	9373	230	18	37671	1951017	1	40	Git Masivo	2013-05-03 08:23:01	39951	2280
3522278	P60	260	0	23	9529	230	83	39981	1951017	1	40	Git Masivo	2013-05-03 08:23:01	42106	2125
3522279	P60	260	1	24	9373	230	23	42171	1951017	1	40	Git Masivo	2013-05-03 08:23:01	44451	2280
3522280	P60	260	0	23	9529	230	88	44481	1951017	1	40	Git Masivo	2013-05-03 08:23:01	46606	2125
3522281	P60	260	1	24	9373	230	28	46671	1951017	1	40	Git Masivo	2013-05-03 08:23:01	48951	2280
3522282	P60	260	0	23	9529	230	93	48981	1951017	1	40	Git Masivo	2013-05-03 08:23:01	51106	2125
3522283	P60	260	1	24	9373	230	33	51171	1951017	1	40	Git Masivo	2013-05-03 08:23:01	53451	2280
3522284	P60	260	0	23	9529	230	98	53481	1951017	1	40	Git Masivo	2013-05-03 08:23:01	55606	2125
3522285	P60	260	1	24	9373	230	38	55671	1951017	1	40	Git Masivo	2013-05-03 08:23:01	57951	2280
3522286	P60	260	0	23	9529	230	103	57981	1951017	1	40	Git Masivo	2013-05-03 08:23:01	60106	2125
3522287	P60	260	1	24	9373	230	43	60171	1951017	1	40	Git Masivo	2013-05-03 08:23:01	62451	2280
3522288	P60	260	0	23	9529	230	108	62481	1951017	1	40	Git Masivo	2013-05-03 08:23:01	64606	2125
3522289	P60	260	1	24	9373	230	48	64671	1951017	1	40	Git Masivo	2013-05-03 08:23:01	66951	2280
3522290	P60	260	0	23	9529	230	113	66981	1951017	1	40	Git Masivo	2013-05-03 08:23:01	69106	2125
3522291	P60	260	1	24	9373	230	53	69231	1951017	1	40	Git Masivo	2013-05-03 08:23:01	71511	2280
3522292	P60	260	0	23	9529	230	118	71541	1951017	1	40	Git Masivo	2013-05-03 08:23:01	73666	2125
3522293	P60	260	1	24	9373	230	58	73971	1951017	1	40	Git Masivo	2013-05-03 08:23:01	76251	2280
3522294	P60	260	0	23	9529	230	123	76311	1951017	1	40	Git Masivo	2013-05-03 08:23:01	78436	2125
3522295	P60	260	1	24	9373	230	62	78621	1951017	1	40	Git Masivo	2013-05-03 08:23:01	80901	2280
3522296	P60	260	0	28	11695	230	127	80931	1951017	1	40	Git Masivo	2013-05-03 08:23:01	83881	2950
3522297	P60	260	0	23	9529	231	167	18059	1951016	1	40	Git Masivo	2013-05-03 08:23:01	20419	2360
3522298	P60	260	1	24	9373	231	10	20544	1951016	1	40	Git Masivo	2013-05-03 08:23:01	23069	2525
3522299	P60	260	0	23	9529	231	180	23099	1951016	1	40	Git Masivo	2013-05-03 08:23:01	25459	2360
3522300	P60	260	1	24	9373	231	24	25584	1951016	1	40	Git Masivo	2013-05-03 08:23:01	28109	2525
3522301	P60	260	0	23	9529	231	194	28139	1951016	1	40	Git Masivo	2013-05-03 08:23:01	30499	2360
3522302	P60	260	1	24	9373	231	38	30624	1951016	1	40	Git Masivo	2013-05-03 08:23:01	33149	2525
3522303	P60	260	0	23	9529	231	208	33179	1951016	1	40	Git Masivo	2013-05-03 08:23:01	35539	2360
3522304	P60	260	1	24	9373	231	51	35664	1951016	1	40	Git Masivo	2013-05-03 08:23:01	38189	2525
3522305	P60	260	0	23	9529	231	221	38219	1951016	1	40	Git Masivo	2013-05-03 08:23:01	40579	2360
3522306	P60	260	1	24	9373	231	64	40704	1951016	1	40	Git Masivo	2013-05-03 08:23:01	43229	2525
3523055	P75	275	2	2	296	353	9931	46210	1951016	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523056	P75	275	1	33	12152	353	73	46350	1951016	1	40	Git Masivo	2013-05-03 08:23:01	49360	3010
3523057	P75	275	0	30	11835	353	250	49390	1951016	1	40	Git Masivo	2013-05-03 08:23:01	52090	2700
3523058	P75	275	2	2	296	353	9930	52090	1951016	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523059	P75	275	1	33	12152	353	87	52210	1951016	1	40	Git Masivo	2013-05-03 08:23:01	55220	3010
3523060	P75	275	0	30	11835	353	264	55250	1951016	1	40	Git Masivo	2013-05-03 08:23:01	57950	2700
3523061	P75	275	2	2	296	353	9929	57950	1951016	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523062	P75	275	1	33	12152	353	101	58080	1951016	1	40	Git Masivo	2013-05-03 08:23:01	61090	3010
3523063	P75	275	0	30	11835	353	280	61120	1951016	1	40	Git Masivo	2013-05-03 08:23:01	63820	2700
3523064	P75	275	2	2	296	353	9928	63820	1951016	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523065	P75	275	1	33	12152	353	117	64020	1951016	1	40	Git Masivo	2013-05-03 08:23:01	67030	3010
3523066	P75	275	0	30	11835	353	296	67060	1951016	1	40	Git Masivo	2013-05-03 08:23:01	69760	2700
3523067	P75	275	2	2	296	353	9927	69760	1951016	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523068	P75	275	1	33	12152	353	133	70020	1951016	1	40	Git Masivo	2013-05-03 08:23:01	73030	3010
3523069	P75	275	0	30	11835	353	312	73060	1951016	1	40	Git Masivo	2013-05-03 08:23:01	75760	2700
3523070	P75	275	0	29	11132	900	168	16930	1951012	1	40	Git Masivo	2013-05-03 08:23:01	19480	2550
3523071	P75	275	2	2	296	900	9957	19480	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523072	P75	275	1	33	12152	900	9	19680	1951012	1	40	Git Masivo	2013-05-03 08:23:01	22690	3010
3523073	P75	275	0	30	11835	900	185	22720	1951012	1	40	Git Masivo	2013-05-03 08:23:01	25420	2700
3523074	P75	275	2	2	296	900	9956	25420	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523075	P75	275	1	33	12152	900	25	25620	1951012	1	40	Git Masivo	2013-05-03 08:23:01	28630	3010
3523076	P75	275	0	30	11835	900	201	28660	1951012	1	40	Git Masivo	2013-05-03 08:23:01	31360	2700
3523077	P75	275	1	33	12152	903	1	17040	1951012	1	40	Git Masivo	2013-05-03 08:23:01	20050	3010
3523078	P75	275	0	30	11835	903	177	20080	1951012	1	40	Git Masivo	2013-05-03 08:23:01	22780	2700
3523079	P75	275	2	2	296	903	9908	22780	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523080	P75	275	1	33	12152	903	17	22980	1951012	1	40	Git Masivo	2013-05-03 08:23:01	25990	3010
3523081	P75	275	0	30	11835	903	193	26020	1951012	1	40	Git Masivo	2013-05-03 08:23:01	28720	2700
3523082	P75	275	2	2	296	903	9907	28720	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523083	P75	275	1	33	12152	903	33	29010	1951012	1	40	Git Masivo	2013-05-03 08:23:01	32020	3010
3523084	P75	275	0	30	11835	903	209	32110	1951012	1	40	Git Masivo	2013-05-03 08:23:01	34810	2700
3523085	P75	275	2	2	296	903	9906	34810	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523086	P75	275	1	33	12152	903	48	35310	1951012	1	40	Git Masivo	2013-05-03 08:23:01	38320	3010
3523087	P75	275	0	30	11835	903	225	38410	1951012	1	40	Git Masivo	2013-05-03 08:23:01	41110	2700
3523088	P75	275	2	2	296	903	9905	41110	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523089	P75	275	1	33	12152	903	62	41415	1951012	1	40	Git Masivo	2013-05-03 08:23:01	44425	3010
3523090	P75	275	0	30	11835	903	239	44455	1951012	1	40	Git Masivo	2013-05-03 08:23:01	47155	2700
3523091	P75	275	2	2	296	903	9904	47155	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523092	P75	275	1	33	12152	903	76	47400	1951012	1	40	Git Masivo	2013-05-03 08:23:01	50410	3010
3523093	P75	275	0	30	11835	903	253	50440	1951012	1	40	Git Masivo	2013-05-03 08:23:01	53140	2700
3523094	P75	275	2	2	296	903	9903	53140	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523095	P75	275	1	33	12152	903	90	53265	1951012	1	40	Git Masivo	2013-05-03 08:23:01	56275	3010
3523096	P75	275	0	30	11835	903	267	56305	1951012	1	40	Git Masivo	2013-05-03 08:23:01	59005	2700
3523097	P75	275	2	2	296	903	9902	59005	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523098	P75	275	1	33	12152	903	104	59175	1951012	1	40	Git Masivo	2013-05-03 08:23:01	62185	3010
3523099	P75	275	0	30	11835	903	283	62215	1951012	1	40	Git Masivo	2013-05-03 08:23:01	64915	2700
3523100	P75	275	2	2	296	903	9901	64915	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523101	P75	275	1	33	12152	903	120	65055	1951012	1	40	Git Masivo	2013-05-03 08:23:01	68065	3010
3523102	P75	275	0	30	11835	903	299	68095	1951012	1	40	Git Masivo	2013-05-03 08:23:01	70795	2700
3523103	P75	275	2	2	296	903	9900	70795	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523104	P75	275	1	33	12152	903	136	71055	1951012	1	40	Git Masivo	2013-05-03 08:23:01	74065	3010
3523105	P75	275	0	30	11835	903	315	74095	1951012	1	40	Git Masivo	2013-05-03 08:23:01	76795	2700
3523106	P75	275	2	2	296	903	9899	76795	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523107	P75	275	1	33	12152	903	149	76965	1951012	1	40	Git Masivo	2013-05-03 08:23:01	79975	3010
3523108	P75	275	0	30	11835	903	328	80005	1951012	1	40	Git Masivo	2013-05-03 08:23:01	82705	2700
3523109	P75	275	2	2	296	903	9898	82705	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523110	P75	275	1	33	12152	903	161	82845	1951012	1	40	Git Masivo	2013-05-03 08:23:01	85855	3010
3523111	P75	275	0	30	11835	903	340	85885	1951012	1	40	Git Masivo	2013-05-03 08:23:01	88585	2700
3523112	P75	275	0	30	11835	905	170	17440	1951012	1	40	Git Masivo	2013-05-03 08:23:01	20140	2700
3523113	P75	275	2	2	296	905	9970	20140	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523114	P75	275	1	33	12152	905	11	20340	1951012	1	40	Git Masivo	2013-05-03 08:23:01	23350	3010
3523115	P75	275	0	30	11835	905	187	23380	1951012	1	40	Git Masivo	2013-05-03 08:23:01	26080	2700
3523116	P75	275	2	2	296	905	9969	26080	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523117	P75	275	1	33	12152	905	27	26220	1951012	1	40	Git Masivo	2013-05-03 08:23:01	29230	3010
3523118	P75	275	0	30	11835	905	203	29260	1951012	1	40	Git Masivo	2013-05-03 08:23:01	31960	2700
3523119	P75	275	2	2	296	905	9968	31960	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523120	P75	275	1	33	12152	905	41	32130	1951012	1	40	Git Masivo	2013-05-03 08:23:01	35140	3010
3523121	P75	275	0	30	11835	905	217	35170	1951012	1	40	Git Masivo	2013-05-03 08:23:01	37870	2700
3523122	P75	275	2	2	296	905	9967	37870	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523123	P75	275	1	33	12152	905	54	37995	1951012	1	40	Git Masivo	2013-05-03 08:23:01	41005	3010
3523124	P75	275	0	30	11835	905	231	41035	1951012	1	40	Git Masivo	2013-05-03 08:23:01	43735	2700
3523125	P75	275	2	2	296	905	9966	43735	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523126	P75	275	1	33	12152	905	68	43980	1951012	1	40	Git Masivo	2013-05-03 08:23:01	46990	3010
3523127	P75	275	0	30	11835	905	245	47020	1951012	1	40	Git Masivo	2013-05-03 08:23:01	49720	2700
3523128	P75	275	2	2	296	905	9965	49720	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523129	P75	275	1	33	12152	905	82	49965	1951012	1	40	Git Masivo	2013-05-03 08:23:01	52975	3010
3523130	P75	275	0	30	11835	905	259	53005	1951012	1	40	Git Masivo	2013-05-03 08:23:01	55705	2700
3523131	P75	275	2	2	296	905	9964	55705	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523132	P75	275	1	33	12152	905	96	55950	1951012	1	40	Git Masivo	2013-05-03 08:23:01	58960	3010
3523133	P75	275	0	30	11835	905	275	58990	1951012	1	40	Git Masivo	2013-05-03 08:23:01	61690	2700
3523134	P75	275	2	2	296	905	9963	61690	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523135	P75	275	1	33	12152	905	112	62055	1951012	1	40	Git Masivo	2013-05-03 08:23:01	65065	3010
3523136	P75	275	0	30	11835	905	291	65095	1951012	1	40	Git Masivo	2013-05-03 08:23:01	67795	2700
3523137	P75	275	2	2	296	905	9962	67795	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523138	P75	275	1	33	12152	905	128	68115	1951012	1	40	Git Masivo	2013-05-03 08:23:01	71125	3010
3523139	P75	275	0	30	11835	905	307	71155	1951012	1	40	Git Masivo	2013-05-03 08:23:01	73855	2700
3523140	P75	275	2	2	296	905	9961	73855	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523141	P75	275	1	33	12152	905	143	74355	1951012	1	40	Git Masivo	2013-05-03 08:23:01	77365	3010
3523142	P75	275	0	30	11835	905	322	77455	1951012	1	40	Git Masivo	2013-05-03 08:23:01	80155	2700
3523143	P75	275	2	2	296	905	9960	80155	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523144	P75	275	1	33	12152	905	157	80685	1951012	1	40	Git Masivo	2013-05-03 08:23:01	83695	3010
3523145	P75	275	0	30	11835	905	336	83725	1951012	1	40	Git Masivo	2013-05-03 08:23:01	86425	2700
3523146	P75	275	1	33	12152	908	3	17700	1951012	1	40	Git Masivo	2013-05-03 08:23:01	20710	3010
3523147	P75	275	0	30	11835	908	179	20740	1951012	1	40	Git Masivo	2013-05-03 08:23:01	23440	2700
3523148	P75	275	2	2	296	908	9974	23440	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523149	P75	275	1	33	12152	908	19	23640	1951012	1	40	Git Masivo	2013-05-03 08:23:01	26650	3010
3523150	P75	275	0	30	11835	908	195	26680	1951012	1	40	Git Masivo	2013-05-03 08:23:01	29380	2700
3523151	P75	275	2	2	296	908	9973	29380	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523152	P75	275	1	33	12152	908	35	29760	1951012	1	40	Git Masivo	2013-05-03 08:23:01	32770	3010
3523153	P75	275	0	30	11835	908	211	32800	1951012	1	40	Git Masivo	2013-05-03 08:23:01	35500	2700
3523154	P75	275	0	30	11835	910	172	18100	1951012	1	40	Git Masivo	2013-05-03 08:23:01	20800	2700
3523155	P75	275	2	2	296	910	9985	20800	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523156	P75	275	1	33	12152	910	13	21000	1951012	1	40	Git Masivo	2013-05-03 08:23:01	24010	3010
3523157	P75	275	0	30	11835	910	189	24040	1951012	1	40	Git Masivo	2013-05-03 08:23:01	26740	2700
3523158	P75	275	2	2	296	910	9984	26740	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523159	P75	275	1	33	12152	910	29	26940	1951012	1	40	Git Masivo	2013-05-03 08:23:01	29950	3010
3523160	P75	275	0	30	11835	910	205	29980	1951012	1	40	Git Masivo	2013-05-03 08:23:01	32680	2700
3523161	P75	275	2	2	296	910	9983	32680	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523162	P75	275	1	33	12152	910	42	32865	1951012	1	40	Git Masivo	2013-05-03 08:23:01	35875	3010
3523163	P75	275	0	30	11835	910	218	35905	1951012	1	40	Git Masivo	2013-05-03 08:23:01	38605	2700
3523164	P75	275	2	2	296	910	9982	38605	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523165	P75	275	1	33	12152	910	56	38850	1951012	1	40	Git Masivo	2013-05-03 08:23:01	41860	3010
3523166	P75	275	0	30	11835	910	233	41890	1951012	1	40	Git Masivo	2013-05-03 08:23:01	44590	2700
3523167	P75	275	2	2	296	910	9981	44590	1951012	3	40	Git Masivo	2013-05-03 08:23:01	(null)	(null)
3523168	P75	275	1	33	12152	910	70	44835	1951012	1	40	Git Masivo	2013-05-03 08:23:01	47845	3010
3523169	P75	275	0	30	11835	910	247	47875	1951012	1	40	Git Masivo	2013-05-03 08:23:01	50575	2700
3524921	A04	304	1	13	4386	278	91	42405	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	43260	855
3524922	A04	304	0	13	3504	278	330	42795	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	43550	755
3524923	A04	304	0	13	3504	278	331	43290	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	44025	735
3524924	A04	304	1	13	4386	278	95	43590	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	44475	885
3524925	A04	304	1	13	4386	278	98	44295	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	45150	855
3524926	A04	304	0	13	3504	278	335	44505	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	45260	755
3524927	A04	304	0	13	3504	278	338	45180	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	45915	735
3524928	A04	304	1	13	4386	278	101	45300	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	46185	885
